id	smiles	Mw	Qed	logP	Mr	HBD	HBA	RB	TPSA	AromaticRings	FractionCSP3
TKC002306	CC1(C)C(=O)C(O)=C[C@]2(C)[C@H]3CC[C@@](C)(C(=O)CO)C=C3CC[C@@H]12	1	8	10	14	17	21	25	30	33	39
TKC006686	C=C1[C@H](OC(C)=O)C[C@@H](OC(=O)c2cccnc2)[C@](C)(OC(C)=O)C/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3cccnc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	5	10	15	17	24	26	32	35	38
TKC007480	C=C1[C@H](OCC(C)C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	5	10	15	17	23	26	31	33	39
TKC007498	C=C1[C@@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	5	11	15	17	24	26	32	35	38
TKC007674	C=C1[C@H](OC(C)=O)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3cccnc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	24	26	32	35	38
TKC007675	C=C1[C@H](OC(C)=O)C[C@@H](OC(C)=O)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	33	39
TKC007676	C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC007678	C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	2	6	10	14	17	23	26	31	33	39
TKC007680	C=C1[C@H](OC(C)=O)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC007695	C=C1[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)CC)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC007703	C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC007719	C=C1[C@@H](OC(=O)C(C)CC)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC007720	C=C1[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC012831	C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	38
TKC013426	CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC[C@@](C)(C(=O)CO)C=C3CC[C@@H]12	1	8	10	14	17	21	25	29	33	40
TKC014669	C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CC[C@]2(C)[C@@H]1[C@H](O)[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C	3	6	11	15	17	22	26	31	34	38
TKC014741	C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](OC(C)=O)C3=C(C)C[C@H](OC(=O)C(C)C)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C	2	6	11	14	17	22	26	30	33	39
TKC014744	C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](OC(C)=O)C3=C(C)C[C@H](OC(=O)CC)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C	2	6	10	14	17	22	26	30	33	39
TKC014746	C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](OC(C)=O)C3=C(C)C[C@H](O)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C	2	6	10	14	17	22	25	30	33	39
TKC014847	CC(=O)O[C@H]1[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]2OC(=O)CC[C@@]2(OC(C)=O)[C@H]1OC(=O)C(C)C	3	5	10	15	17	24	26	32	33	39
TKC014848	CC(=O)O[C@H]1[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](O)[C@@H]2[C@H]2OC(=O)CC[C@@]2(OC(C)=O)[C@@H]1OC(=O)C(C)C	3	6	10	15	17	24	26	32	33	39
TKC014850	CCC(C)O[C@@]12CCC(=O)O[C@@H]1[C@H]1[C@@H](O)[C@](C)(OC(C)=O)C[C@]1(OC(C)=O)C(=O)[C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(=O)C(C)C	3	6	10	15	17	24	26	32	33	39
TKC014853	CC(=O)O[C@H]1[C@@H](OC(C)=O)C(C)(C)/C=C/[C@@](C)(O)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]2OC(=O)CC[C@@]2(OC(C)=O)[C@@H]1OC(=O)C(C)C	3	6	10	15	17	24	26	32	33	39
TKC016483	CCCCCC(=O)O[C@H]1[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]3[C@H](CC/C(CO)=C/[C@@H]12)C3(C)C	2	6	10	14	17	22	26	30	33	39
TKC016484	CCCCCC(=O)O[C@H]1[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]3[C@H](CC/C(COC(C)=O)=C/[C@@H]12)C3(C)C	2	5	11	14	17	22	26	30	33	39
TKC035661	CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)C(=O)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC035738	CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@@H](OC(=O)c3ccccc3)C[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O	3	6	10	15	17	23	26	31	35	38
TKC035739	CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1)[C@H]3OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC035741	CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@@H](OC(=O)c3ccccc3)C[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](O)[C@@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O	3	6	10	15	17	23	26	31	35	38
TKC035744	CC(=O)OC[C@]12[C@H](OC(C)=O)C(=O)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1	3	6	10	15	17	24	26	32	34	38
TKC035812	CC(=O)O[C@@H]1[C@H](OC(=O)c2cccnc2)[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(C)=O	3	6	10	15	17	23	26	31	36	38
TKC035818	CC(=O)O[C@H]1[C@@H]2C[C@]3(OC2(C)C)[C@](C)(O)[C@@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OC(=O)c2cccnc2)[C@@]3(C)[C@H]1OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	36	38
TKC035819	CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@](C)(O)[C@@]23C[C@@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1cccnc1)C(C)(C)O3	3	6	10	15	17	23	26	31	36	38
TKC035822	CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)[C@]2(C)[C@@H](OC(C)=O)[C@@H](O)C[C@](C)(O)[C@]23OC(C)(C)[C@H]1[C@H]3OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC035829	CC(=O)O[C@H]1C[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O	3	6	10	15	17	23	26	31	35	38
TKC035830	CC(=O)O[C@H]1C[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(C)=O)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1O)[C@H]3OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC035835	CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]3(OC2(C)C)[C@@](C)([C@@H](OC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C[C@@]3(C)O)[C@H]1OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	36	38
TKC035836	CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(C)=O	3	6	10	15	17	23	26	31	36	38
TKC035847	CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O	2	6	10	14	17	23	26	31	34	39
TKC035853	CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(=O)c4ccoc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O	3	6	10	14	17	23	26	31	35	38
TKC035858	CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O	3	6	10	15	17	23	26	31	35	38
TKC035864	CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O	2	6	10	14	17	23	26	31	34	39
TKC035900	CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)C(=O)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC035901	CC(=O)OC[C@]12[C@H](OC(C)=O)C(=O)[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H]2OC(C)=O	2	6	10	14	17	23	26	31	33	39
TKC036959	C=C1C(=O)O[C@@H]2[C@H]1CC[C@]1(C)[C@H](OC(=O)/C(C)=C/C)C=CC(=C)[C@@H]21	1	7	10	14	17	21	25	29	33	38
TKC040325	CC(=O)O[C@H]1C[C@](C)(O)[C@@]23C[C@@H]([C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1O)C(C)(C)O3	2	7	10	14	17	22	25	31	34	39
TKC040351	CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2ccccc2)[C@@]3(C)[C@H]1OC(=O)c1ccccc1	3	6	11	15	17	23	26	31	36	38
TKC040363	CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@H](C)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O	3	6	10	15	17	23	26	31	35	38
TKC040410	CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3O	2	6	10	15	17	22	26	31	35	38
TKC040411	CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O	3	6	10	15	17	23	26	31	35	38
TKC040416	CC(=O)OC[C@@]12[C@@H](OC(C)=O)CC[C@](C)(O)[C@]13OC(C)(C)[C@H](C[C@@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O	2	7	10	14	17	23	26	31	34	39
TKC041926	C[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC(=O)c2ccccc2)[C@@]2(C)[C@@H](OC(=O)/C=C/c3ccccc3)C[C@@H]3C[C@]12OC3(C)C	2	7	10	14	17	22	26	30	35	38
TKC041927	CC(=O)O[C@@H]1[C@H](O)[C@@H](C)[C@@]23C[C@@H](C[C@H](OC(=O)/C=C/c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)C(C)(C)O3	2	6	10	15	17	22	26	30	35	38
TKC041928	CC(=O)O[C@H]1[C@@H](O)[C@H](OC(=O)c2ccccc2)[C@@]2(C)[C@@H](OC(=O)/C=C/c3ccccc3)C[C@@H]3C[C@]2(OC3(C)C)[C@@H]1C	2	6	10	15	17	22	26	30	35	38
TKC051644	CC(C)=C[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3C=C[C@@]45OC[C@]3(CC[C@]12C)[C@@H]4CC[C@H](O)C5(C)C	2	7	11	14	17	21	25	29	33	40
TKC051988	CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1	2	7	11	14	18	21	25	30	33	40
TKC059890	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	4	5	9	16	20	24	27	32	33	40
TKC062147	C[C@@H]1C(=O)C[C@H]2[C@@H](/C1=C/C[C@@H]1[C@@](C)(O)CC[C@@H]3OC(C)(C)[C@@H](O)CC[C@]31C)C(C)(C)CC[C@]2(C)O	2	7	11	14	18	22	25	30	33	40
TKC062149	CC1=C(CC[C@@H]2[C@@](C)(O)CC[C@@H]3OC(C)(C)[C@@H](O)CC[C@]32C)[C@@H]2[C@H](CC1=O)[C@@](C)(O)CCC2(C)C	2	7	11	14	18	22	25	30	33	40
TKC062150	CC1=CC[C@H]2[C@@H]([C@@H]1CC[C@@H]1[C@@](C)(O)CC[C@@H]3OC(C)(C)[C@@H](O)CC[C@]31C)C(C)(C)CC[C@]2(C)O	2	7	11	14	18	21	25	30	33	40
TKC062152	CC1=C(CC[C@@H]2[C@@](C)(O)CC[C@@H]3OC(C)(C)[C@@H](O)CC[C@]32C)[C@@H]2[C@H](C[C@H]1OO)[C@@](C)(O)CCC2(C)C	2	6	11	14	18	22	25	30	33	40
TKC062157	CC1=C(CC[C@H]2[C@]3(C)CC[C@H](O)C(C)(C)O[C@H]3CC[C@@]2(C)O)[C@](C)(C/C=C/C(C)(C)OO)[C@H](O)CC1	2	5	11	14	18	22	26	30	33	40
TKC062158	CC(C)=CCC[C@@]1(C)C(CC[C@H]2[C@]3(C)CC[C@H](O)C(C)(C)O[C@H]3CC[C@@]2(C)O)=C(C)CC[C@H]1O	2	6	11	14	18	21	26	30	33	40
TKC062159	C=C(C)[C@H](CC[C@@]1(C)C(CC[C@H]2[C@]3(C)CC[C@H](O)C(C)(C)O[C@H]3CC[C@@]2(C)O)=C(C)CC[C@H]1O)OO	2	5	11	14	18	22	26	30	33	40
TKC062844	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	4	5	9	16	20	24	27	32	33	40
TKC062846	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	4	5	9	16	20	24	27	32	33	40
TKC062848	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=C[C@@H](OC)[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	3	5	10	15	20	24	26	32	33	40
TKC062849	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=C[C@@H](OC)[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	4	5	9	16	20	24	27	32	33	40
TKC064191	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(=O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	3	5	9	16	20	24	27	32	33	40
TKC064201	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	3	5	9	16	20	24	27	32	33	40
TKC064204	COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1	3	5	10	15	20	24	26	32	33	40
TKC064960	CC1(C)[C@@H](O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)C(=O)C3=O	2	7	10	14	17	22	25	30	33	39
TKC064961	CC1(C)C(=O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)[C@@H](O)C3=O	2	7	10	14	17	22	25	30	33	39
TKC064970	COC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O	2	7	10	14	17	22	25	30	33	39
TKC065227	CC1=CC[C@H]2[C@H](CC[C@]2(C)O)C(C)(C)[C@@H]1CC[C@H]1[C@]2(C)CC[C@@H](O)O[C@H]2CC[C@@]1(C)O	2	7	11	14	18	21	25	30	33	40
TKC066457	C=C(C)[C@@H](O)[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)[C@]4(C)CO)[C@]3(C)CC[C@]12C	2	6	10	14	18	22	26	30	33	40
TKC066458	C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)C[C@@H](O)[C@]12C	2	7	11	14	18	21	25	30	33	40
TKC066459	CO[C@H]1C=C2[C@@H](CC[C@H](O)C2(C)C)[C@]2(C)C[C@@H](O)[C@]3(C)[C@@H]([C@H](C)C/C=C/C(C)(C)O)CC[C@@]3(C)[C@H]12	2	7	11	14	18	21	26	30	33	40
TKC066484	CC(C)=C[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)[C@]4(C)CO)[C@]3(C)CC[C@]12C	2	7	11	14	18	21	26	30	33	40
TKC066485	CO[C@H]1C=C2[C@@H](CC[C@H](O)[C@]2(C)CO)[C@]2(C)CC[C@]3(C)[C@@H]([C@H](C)C[C@@H](O)C=C(C)C)CC[C@@]3(C)[C@H]12	2	7	11	14	18	21	26	30	33	40
TKC066488	C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C	2	7	11	14	18	21	25	30	33	40
TKC068685	CO[C@H]1C=C2[C@@H](CC[C@H](O)C2(C)C)[C@]2(C)C[C@@H](O)[C@]3(C)[C@@H]([C@H](C)C[C@@H](O)C=C(C)C)CC[C@@]3(C)[C@H]12	2	7	11	14	18	21	26	30	33	40
TKC069106	C=C(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C	2	7	11	14	17	21	26	29	33	40
TKC071920	CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1OC(=O)c1ccccc1)[C@H]3OC(=O)c1ccco1	3	6	10	15	17	23	26	31	36	38
TKC071921	CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]2(C)[C@H]1O)[C@H]3OC(=O)c1ccco1	2	7	10	14	17	23	26	31	35	38
TKC071922	CC(=O)O[C@H]1[C@@H](OC(=O)c2cccnc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1	3	6	10	15	17	23	26	31	36	38
TKC073028	C=C1[C@H](OCC(C)C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)[C@@H]2O[C@H]2[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O	3	5	10	15	17	24	26	31	33	39
TKC073671	CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)/C(C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)[C@@H](OC(C)=O)[C@@H](C)/C=C/C1(C)C	3	6	11	15	17	23	26	31	34	38
TKC073672	CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)/C(C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(O)[C@@H](OC(C)=O)[C@@H](C)/C=C/C1(C)C	3	6	10	15	17	23	26	31	34	38
TKC073673	CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)/C(C)=C\[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C1(C)C	2	6	10	15	17	23	26	31	34	38
TKC073675	CC(=O)OC1[C@]2(O)C[C@H]3C(=O)C(C)(C)[C@@H](OC(C)=O)[C@@H]3[C@@]1(C)[C@@H](OC(C)=O)[C@@]1(O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@H]2OC(C)=O	3	6	10	15	17	23	26	31	34	39
TKC081878	CC(=O)O[C@H]1[C@@H](COC(=O)c2ccccc2)C[C@]2(OC(=O)/C=C/c3ccccc3)C(=O)/C(C)=C/[C@@H]3[C@H](CC[C@@]4(C)O[C@@H]4[C@@H]12)C3(C)C	3	5	11	15	17	22	26	30	35	38
TKC081879	CCC(=O)OC[C@H]1C[C@]2(OC(=O)/C=C/c3ccccc3)C(=O)/C(C)=C/[C@@H]3[C@H](CC[C@@]4(C)O[C@@H]4[C@H]2[C@H]1OC(=O)CC)C3(C)C	2	5	11	15	17	22	26	30	34	39
TKC081880	CCCC(=O)OC[C@H]1C[C@]2(OC(=O)/C=C/c3ccccc3)C(=O)/C(C)=C/[C@@H]3[C@H](CC[C@@]4(C)O[C@@H]4[C@H]2[C@H]1OC(=O)CCC)C3(C)C	3	5	11	15	17	22	27	30	34	39
TKC091804	CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1	2	7	11	14	18	21	25	30	33	40
